id;name;standard
1197;Agie;agatha
1198;Kurina;quirinus
1199;Sjepje;
1200;IJbert;eibert
1201;Weina;wijn
1202;Hetwig;hadewijg
1203;Kruintje;quirinus
1204;Walterus;woudbert
1205;Dijna;dina
1206;Lavina;lavinia
1207;Geertrude;geertruida
1208;Henrij;heimrijk
1209;Noël;noël
1210;Noé;noël
1211;Megelina;magdalena
1212;Nathan;nathaniël
1213;Cs;
1214;Eldert;adelhard
1215;Jeronius;hieronymus
1216;Gozina;gosinus
1217;Florina;florentius
1218;Margritha;margareta
1219;Baartje;bert
1220;Urselina;ursula
1221;Lourentius;laurens
1222;Clarina;clara
1223;Elderd;adelhard
1224;Cosmar;
1225;Adolph;adelwolf
1226;Geertruijda;geertruida
1227;Henrik;heimrijk
1228;Nieske;agnes
1229;Reinard;reinhard
1230;Kasper;casper
1231;Jannis;johannes
1232;IJds;id
1233;Baltus;boud
1234;Jedina;jozef
1235;Franseijntje;franciscus
1236;Roel;rodwolf
1237;Commerijntje;gomarus
1238;Henrica;heimrijk
1239;Ludewina;liedwijn
1240;Rozetta;roos
1241;Franciska;franciscus
1242;Quirines;quirinus
1243;Rijnier;reingeer
1244;Reinske;rein
1245;Rens;rens
1246;Quirinius;quirinus
1247;Lijdia;adelheid
1248;Driekus;heimrijk
1249;Wiepkje;wijgb-
1250;Nelletje;nel
1251;Goris;gregorius
1252;Maximiliaan;maximiliaan
1253;Margretha;margareta
1254;Goverdina;godfried
1255;Benjamina;benjamin
1256;Sijmon;simon
1257;Marijtie;maria
1258;Secilia;cecilia
1259;Hyacinthus;hyacinthus
1260;Diderika;diedrijk
1261;Willemke;wilhelm
1262;Cristina;christiaan
1263;Hélène;helena
1264;Lucien;lucius
1265;Aagtje;agatha
1266;Klement;clemens
1267;Damis;damasus
1268;Naetje;
1269;Arianus;adriaan
1270;Björn;
1271;Wanda;warnheer
1272;Adelheida;adelheid
1273;Kryn;quirinus
1274;Perus;petrus
1275;Geeltje;geel
1276;Segert;zegehard
1277;Alleta;adelheid
1278;Antonis;antonius
1279;Emmetje;erm
1280;Wijbren;wijgbern
1281;Reina;rein
1282;Hanne;johannes
1283;Michel;michael
1284;Annette;anne
1285;Teodorus;theodorus
1286;Oetzes;
1287;Laas;nicolaas
1288;Avina;ave
1289;Immertje;ermhard
1290;Gerrarda;geerhard
1291;Doctor;dorothea
1292;Ewoud;ewoud
1293;Vrouwe;vrouw
1294;Waltherus;woudheer
1295;Cuniera;koenera
1296;Alardus;adelhard
1297;Eleonore;eleonora
1298;Arno;arnoud
1299;Erna;ernst
1300;Adries;andries
1301;Adriane;adriaan
1302;Rijnerus;reingeer
1303;Imina;erm
1304;Peternel;petrus
1305;Wubbegien;woudb-
1306;Jillert;geldhard
1307;Niessien;agnes
1308;Marijnus;marinus
1309;Renske;rens
1310;C.;
1311;Goosen;gos
1312;Egbertje;egbert
1313;Robertus;rodbert
1314;Theodoris;theodorus
1315;Magiel;michael
1316;Jaap;jacob
1317;Aloisius;aloysius
1318;Hijntje;heimrijk
1319;Jozua;josua
1320;Geertrudes;geertruida
1321;Janis;johannes
1322;Albarta;adelbert
1323;Wijtse;wijd
1324;Jaike;iv
1325;Vincentia;vincent
1326;Marcelia;marcel
1327;Raphael;rafael
1328;Tjade;died
1329;Immerensie;emerentia
1330;Eimert;ermhard
1331;Warbout;warnhard
1332;Masje;damasus
1333;Leonia;leo
1334;Thierry;diedrijk
1335;Simontje;simon
1336;Wypkje;wijgb-
1337;Metje;mette
1338;Lysbeth;elisabeth
1339;Lemina;lamb-
1340;Henry;heimrijk
1341;Karoline;karel
1342;Evertie;everhard
1343;Ernestus;ernst
1344;Reintje;rein
1345;Leopold;leopold
1346;Tona;antonius
1347;Nomina;
1348;Jeltje;geld
1349;Liefert;liefhard
1350;Aloysius;aloysius
1351;Mecca;mekke
1352;Akke;age
1353;Atze;adel
1354;Sietske;zege
1355;Elisabetha;elisabeth
1356;Pier;petrus
1357;Lodewicus;lodewijk
1358;Sanna;susanna
1359;Longina;lingmond
1360;Leonard;leonhard
1361;Wijbrand;wijgbrand
1362;Sijme;simon
1363;Angenietha;agnes
1364;Wybe;wijgb-
1365;Aalbartus;adelbert
1366;Albartus;adelbert
1367;Willemijn;wilhelm
1368;Gerretje;geerhard
1369;Popke;folkb-
1370;Artje;arnoud
1371;Jürgen;george
1372;Aplonia;apollonius
1373;Otje;od
1374;Freek;friedrijk
1375;Jaatje;johannes
1376;Mathias;matthias
1377;Nanne;nan
1378;Ids;id
1379;Cunira;koenera
1380;Siedse;zege
1381;Siedske;zege
1382;Josef;jozef
1383;Lina;leen
1384;Ivo;iv
1385;Waldemar;woudheer
1386;Jenny;johannes
1387;Colomba;karel
1388;Sixtus;sixtus
1389;Livius;lief
1390;Duco;
1391;Tamis;diedmar
1392;Harmannus;heerman
1393;Conrad;koenraad
1394;Frederic;friedrijk
1395;Raimond;reinmond
1396;Sjoerdtje;zegeward
1397;Brono;brun
1398;Phillippus;filippus
1399;Ruth;rod
1400;Lily;lief
1401;Pleuna;apollonius
1402;Henderina;heimrijk
1403;Wiebrant;wijgbrand
1404;Jantien;johannes
1405;Else;elisabeth
1406;Clemence;clemens
1407;Lamke;lamb-
1408;Hurberta;
1409;Caatje;catharina
1410;Albertina;adelbert
1411;Elise;elisabeth
1412;Arenda;arnoud
1413;Lummigje;liedm-
1414;Cato;catharina
1415;Anje;anne
1416;Dijonisius;dionisius
1417;Arent;arnoud
1418;Rozalie;roos
1419;Eloi;eligius
1420;Jaaptje;jacob
1421;Hindrik;heimrijk
1422;Sijtske;zege
1423;Aldegundis;adelgonda
1424;Natje;anne
1425;Lysbertus;
1426;Melchert;melchior
1427;Mateuwis;matthias
1428;Blasijna;blasius
1429;Eijmert;ermhard
1430;Lukas;lucas
1431;Monica;monica
1432;Rita;maria
1433;Tamme;diedmar
1434;Jacomijna;jacob
1435;Theo;theo
1436;Lea;lea
1437;Sietje;zege
1438;Hein;heim
1439;Hidde;hilde
1440;Gertine;geerhard
1441;Teunissa;antonius
1442;Mijnsje;mein
1443;Ebe;adelb-
1444;Wyntje;wijn
1445;Achilles;aemilius
1446;Theodoor;theodorus
1447;Roedolf;rodwolf
1448;Margo;margareta
1449;Hilbertus;hildebert
1450;Russella;roos
1451;Femia;eufemia
1452;Emmerenje;
1453;Fokko;folk
1454;Hubbe;hugbert
1455;Aloijsius;aloysius
1456;Oetje;od
1457;Deliana;delia
1458;Renirus;reingeer
1459;Helenus;helena
1460;Abel;abel
1461;Gillis;egidius
1462;Goudens;god
1463;Tijs;matthias
1464;NN*;
1465;Brandsie;brand
1466;Barth;bert
1467;Bruinis;brun
1468;Baan;bern
1469;Aukjen;ave
1470;Albin;albin
1471;Elena;helena
1472;Jorinna;george
1473;Mijke;maria
1474;Hilbrand;hildebrand
1475;Degina;delia
1476;Zeegbertus;
1477;Emile;aemilius
1478;Aldert;adelhard
1479;Raampie;reinb-
1480;Rikste;rijkst
1481;Daam;dam
1482;Ankje;anne
1483;Frijntje;ferdinand
1484;Rupertus;rodbert
1485;Ritske;rijk
1486;Ari;adriaan
1487;Henriëtha;heimrijk
1488;Augustine;augustinus
1489;Alice;adelheid
1490;Menskje;mein
1491;Jannigie;johannes
1492;Deodora;theodorus
1493;Sipkje;zegeb-
1494;Bonnetta;
1495;Bonne;bon
1496;Karina;karel
1497;Nelida;nel
1498;Uilkje;odel
1499;Agata;agatha
1500;Godefrida;godfried
1501;Coop;jacob
1502;Susane;susanna
1503;Gertudes;geertruida
1504;Riemke;reinb-
1505;Luitjen;lied
1506;Lammerdina;lambert
1507;Weijer;wijgheer
1508;Sijbregtha;zegeburg
1509;Gebhard;gavehard
1510;Gidion;gideon
1511;Pitronella;petrus
1512;Eldiena;adel
1513;Jannegie;johannes
1514;Annigie;anne
1515;Margaritha;margareta
1516;Ursula;ursula
1517;Appolonia;apollonius
1518;Gisette;gijsbert
1519;Rijmpje;reinb-
1520;Margarita;margareta
1521;René;rein
1522;Beligje;bele
1523;Jacobje;jacob
1524;Sijbrant;zegebrand
1525;Cornelus;cornelis
1526;Wilemina;wilhelm
1527;Ingenata;eng
1528;Seytje;zege
1529;Elizeus;elias
1530;Nelly;nel
1531;Jodorus;
1532;Barent;bernhard
1533;Hannegien;johannes
1534;Juitje;johannes
1535;Eimerinus;ermrijk
1536;Fredrika;friedrijk
1537;Carles;karel
1538;Rutgert;rodgeer
1539;Sjieuwke;zegeward
1540;Wenzeslaus;wenceslaus
1541;Clasine;nicolaas
1542;Zacheus;zacharias
1543;Heindereintje;heimrijk
1544;Baldina;boudewijn
1545;Richter;richt
1546;Brecht;bert
1547;Diena;dina
1548;Ede;ed
1549;Hayo;heg
1550;Meijer;meier
1551;Sjouke;zegeward
1552;Sako;salomo
1553;Isidore;isidoor
1554;Obbe;odb-
1555;Bottina;
1556;Kan;
1557;Augustus;augustinus
1558;Pieternel;petrus
1559;Klaaske;nicolaas
1560;Amarantia;emerentia
1561;Gooltje;god
1562;Anthoine;antonius
1563;Catarina;catharina
1564;Hasina;hase
1565;Elize;elisabeth
1566;Kristiaan;christiaan
1567;Geer;geerhard
1568;Constantia;constant
1569;Rutgerd;rodgeer
1570;Taetske;died
1571;Gerrida;geerhard
1572;Adamina;adam
1573;Ephemia;eufemia
1574;Levie;levi
1575;Jochem;joachim
1576;Mark;marcus
1577;Wybigjen;wijgb-
1578;Guitje;geu
1579;Eeltje;el
1580;Maljaard;madelhard
1581;Julienne;julius
1582;Moses;mozes
1583;Leisje;elisabeth
1584;Ane;anne
1585;Tjitze;died
1586;Gerlach;geerlach
1587;Gabriëlla;gabriël
1588;Gualthera;woudheer
1589;Jaspert;casper
1590;Antonette;antonius
1591;Melchior;melchior
1592;Evernoldus;
1593;Steintje;stina
1594;Gesine;gesinus
1595;Leonie;leo
1596;Sandrina;alexander
1597;Janes;johannes
1598;Gerradina;geerhard
1599;Marya;maria
1600;Ludvik;lodewijk
1601;Janya;
1602;Thijmen;diedeman
1603;Rookje;rochus
1604;Klarina;clara
1605;Jennigjen;johannes
1606;Matthieu;matthias
1607;Josefine;jozef
1608;Jorisje;george
1609;Christian;christiaan
1610;Karolina;karel
1611;Otte;od
1612;Vrouwkjen;vrouw
1613;Sijte;zege
1614;Isac;izaak
1615;Assuera;ahasveros
1616;Cryna;
1617;Wounina;
1618;Raampje;reinb-
1619;Joachim;joachim
1620;Zegir;
1621;Anthoinetta;antonius
1622;Dirk.;
1623;Marregje;margareta
1624;Elsjen;elisabeth
1625;Lammigje;lamb-
1626;Maarjte;maria
1627;Froukje;vrouw
1628;Gerda;geerhard
1629;Victor;victor
1630;Stefana;stefanus
1631;Eibert;eibert
1632;Gieltje;giel
1633;Evalina;eva
1634;Bouwe;boud
1635;Leonore;eleonora
1636;Angeniesje;agnes
1637;Ezechiel;ezechiël
1638;Knieria;
1639;Hesther;hester
1640;Jantine;johannes
1641;Urias;ursula
1642;Egberta;egbert
1643;IJde;id
1644;Gozewinus;gosewijn
1645;Lefert;liefhard
1646;Thakie;died
1647;Julie;julius
1648;Wesselina;wessel
1649;Hendrijna;heimrijk
1650;Mayke;maria
1651;Rombertus;rombert
1652;Reinirus;reingeer
1653;Reinder;reinhard
1654;Elberta;elbert
1655;Carla;karel
1656;Baldewijn;boudewijn
1657;Salvus;salvius
1658;Sytske;zege
1659;Geerlof;geerwolf
1660;Gustinus;gustaaf
1661;Friederich;friedrijk
1662;Bertinus;bert
1663;Widor;
1664;Janigje;johannes
1665;Zegert;zegehard
1666;Nimmo;
1667;Alegonda;adelgonda
1668;Gelenus;gislenus
1669;Rijkie;rijk
1670;Eleman;
1671;Elisabet;elisabeth
1672;Sina;sin
1673;Ubaldina;
1674;Wijnandus;wijgnand
1675;Engeliena;engel
1676;Arnout;arnoud
1677;Clementia;clemens
1678;Conelia;cornelis
1679;Gijsberdina;gijsbert
1680;Heijltje;heil
1681;Claus;nicolaas
1682;Albertje;adelbert
1683;Elisabeht;elisabeth
1684;Geertuida;geertruida
1685;Bentje;ben
1686;Andreëtta;andries
1687;Elder;adelhard
1688;Marregi;margareta
1689;Caroline;karel
1690;Florentius;florentius
1691;Teemen;
1692;Asuerus;ahasveros
1693;Ottolina;od
1694;Hanna;johannes
1695;Ockelina;od
1696;Levina;lavinia
1697;Fries;fries
1698;Fokje;folk
1699;Lientje;lijn
1700;Wytze;wijd
1701;Wiggertje;wijghard
1702;Rijnardus;reinhard
1703;Ruurtje;raadward
1704;Lute;lied
1705;Staats;staas
1706;Walraven;walram
1707;Reinalda;reinwoud
1708;Filippus;filippus
1709;Thijs;matthias
1710;Corelia;cornelis
1711;Abramina;abraham
1712;Jetro;
1713;Meine;mein
1714;Nienke;catharina
1715;Heinderijntje;heimrijk
1716;Harbert;heerbert
1717;Roelofina;rodwolf
1718;Hillechiena;hilde
1719;Stevin;stefanus
1720;Heijmert;hildebert
1721;Jitske;jet
1722;Geertruidis;geertruida
1723;Sjoukje;zegeward
1724;Crijntje;quirinus
1725;Court;koenraad
1726;Aurelia;aurelius
1727;Levi;levi
1728;Erijaantje;eerhard
1729;Hinkje;heim
1730;Dieuwkjen;diedw-
1731;Dionysius;dionisius
1732;Grieta;margareta
1733;Hieronimus;hieronymus
1734;Gerbert;geerbert
1735;Algemundus;
1736;Kornelius;cornelis
1737;Jacqueline;jacob
1738;Koba;jacob
1739;Adrianis;adriaan
1740;Steffen;stefanus
1741;Engeltjen;engel
1742;Grarda;geerhard
1743;Elina;el
1744;Brigitta;brigitta
1745;Maddelon;magdalena
1746;Jephejans;
1747;Arnold;arnoud
1748;Aries;adriaan
1749;Georgeus;george
1750;Vincentius;vincent
1751;Arsène;arnoud
1752;Patricia;petrus
1753;Willibrordus;willibrord
1754;Aleph;adelwolf
1755;Boeland;
1756;Eland;adel
1757;Gregorius;gregorius
1758;Andrijntje;andries
1759;Hulda;hilde
1760;Joke;jacob
1761;Amos;
1762;Hermen;heerman
1763;Reytze;
1764;Divera;diedw-
1765;Huipie;hugb-
1766;Meynaard;
1767;Gijske;gijs
1768;Aegidius;egidius
1769;Roosje;roos
1770;Berthus;bert
1771;Corenlia;cornelis
1772;Koenraad;koenraad
1773;Rochus;rochus
1774;Ulrich;odelrijk
1775;Driesje;andries
1776;Fokeltje;folk
1777;Wiggele;wijg
1778;Nahum;
1779;Ephrem;ephraïm
1780;Betto;betriaan
1781;Tunna;antonius
1782;Meinarda;meinhard
1783;Floriaan;florentius
1784;Lisabeth;elisabeth
1785;Hermine;heerman
1786;Amelia;aemilius
1787;Willebrord;willibrord
1788;Barthelemeus;bartholomeus
1789;Cathalijntje;catharina
1790;Bastianus;sebastianus
1791;Avelien;
1792;Wallerius;woudheer
1793;Hemmo;heim
1794;Lubbartus;liedbert
1795;Bertram;bert
1796;Emilius;aemilius
1797;Lammertje;lambert
1798;Theuntje;antonius
1799;Hijacinthus;hyacinthus
1800;Teetske;died
1801;Hette;hade
1802;Anthonetta;antonius
1803;Burger;burghard
1804;Petronelle;petrus
1805;Cyprianes;
1806;Isak;izaak
1807;Zeeger;zegeheer
1808;Hazia;hase
1809;Mettica;
1810;??Klaasje;
1811;Eleonora;eleonora
1812;Dionijsius;dionisius
1813;Niesing;
1814;Bardina;bernhard
1815;Lijda;adelheid
1816;Catharinus;catharina
1817;Hubertha;hugbert
1818;Hinderika;heimrijk
1819;Haziena;hase
1820;Fréderique;friedrijk
1821;Ernestina;ernst
1822;Masida;
1823;Ineke;in
1824;Amerensje;emerentia
1825;Sylvia;silvia
1826;Pleunia;apollonius
1827;Egberdina;egbert
1828;Engelmundus;engel
1829;Bertrand;bert
1830;Nizebeth;
1831;Bruno;brun
1832;Thekla;thecla
1833;Luitje;lied
1834;Berzij;
1835;Josaphina;jozef
1836;Diliana;delia
1837;Marco;marcus
1838;Goossen;gos
1839;Ariana;adriaan
1840;Rebekka;rebekka
1841;Fychien;
1842;Odilia;od
1843;Biegeltje;
1844;Jacky;
1845;Gougie;goud
1846;Sigebertha;zegebert
1847;Elisius;eligius
1848;Pietro;petrus
1849;Fronica;veronica
1850;Ible;ib
1851;Baaltje;boud
1852;?;
1853;Tettje;died
1854;Janet;johannes
1855;Tjaard;diedward
1856;Josepha;jozef
1857;Waandert;warnheer
1858;Morggie;
1859;Dyonisius;dionisius
1860;Zuul;
1861;Reijndert;reinhard
1862;Leijtje;adelheid
1863;Florus;florentius
1864;Tieske;matthias
1865;Laurina;laurens
1866;Georgina;george
1867;Lambertje;lambert
1868;Derkje;diedrijk
1869;Lubertus;liedbert
1870;Arris;adriaan
1871;Kees;cornelis
1872;Tenna;antonius
1873;Japie;jacob
1874;Catalina;catharina
1875;Teun;antonius
1876;Jurien;george
1877;Minke;mina
1878;Rein;rein
1879;Elderina;adelhard
1880;Giletta;egidius
1881;Lidwina;liedwijn
1882;Edmondus;edmond
1883;Sijtjen;zege
1884;Aaron;aron
1885;Angelique;engel
1886;Marika;maria
1887;Achnes;agnes
1888;Margareth;margareta
1889;Hielke;heil
1890;Hilleke;heil
1891;Klarke;clara
1892;Iza;izaak
1893;Hindertje;heimrijk
1894;Lodewika;lodewijk
1895;Menso;mein
1896;Marcelius;marcel
1897;Reijkje;rijk
1898;Dionicius;dionisius
1899;Rinse;rein
1900;Jeunemie;
1901;Jozefh;jozef
1902;Constantinus;constant
1903;Hendrijntje;heimrijk
1904;Margarete;margareta
1905;Philipus;filippus
1906;Valentijn;valentinus
1907;Gelske;geel
1908;Tjeerdtje;diedward
1909;Lubbertus;liedbert
1910;Watse;woud
1911;Bokke;boud
1912;Sussannus;
1913;Rika;rijk
1914;Astina;ans
1915;Tjekkelina;died
1916;Valentinus;valentinus
1917;Ignatius;ignatius
1918;Ynze;in
1919;Constantina;constant
1920;Eugenie;eugenius
1921;Kato;catharina
1922;Guido;
1923;Wouters;
1924;Cornilia;cornelis
1925;Joannus;johannes
1926;Abrahamma;abraham
1927;Zacharius;zacharias
1928;Korina;cornelis
1929;Rosina;roos
1930;Wernera;warnheer
1931;Liedia;adelheid
1932;Doeke;doede
1933;Reinschje;rein
1934;Rimmer;reinbert
1935;Ipe;ib
1936;Kempe;kemp
1937;Maggeltje;machthilde
1938;Richardina;rijkhard
1939;Thonia;antonius
1940;Huibje;hugb-
1941;Angenes;agnes
1942;Asser;ahasveros
1943;Hendericus;heimrijk
1944;Dammisje;damasus
1945;Sebelia;sibylla
1946;Judithje;judith
1947;Sijberth;zegebert
1948;Karen;karel
1949;Mijer;meier
1950;Lijtje;lied
1951;Ruzella;roos
1952;Ada;adelheid
1953;Embertus;ermbert
1954;Eibertje;eibert
1955;Niezebeth;
1956;Querina;quirinus
1957;Marguerite;margareta
1958;Keimpe;kemp
1959;Dieverdina;diedw-
1960;Remment;reinbert
1961;Brechtje;bert
1962;Risje;rijk
1963;Eliezabeth;elisabeth
1964;Etienne;stefanus
1965;Severinus;severinus
1966;Sarah;sara
1967;Arietje;adriaan
1968;Robbert;rodbert
1969;Eberinders;everhard
1970;Arigje;adriaan
1971;Ysbrand;isbrand
1972;Ingenatia;ignatius
1973;Jemmetje;johannes
1974;Helga;heilgeer
1975;Dievertje;diedw-
1976;Walter;woudheer
1977;Geertruyda;geertruida
1978;Burgje;burg
1979;Berendjen;bernhard
1980;Sjoert;zegeward
1981;Etje;id
1982;Ewald;ewoud
1983;Tymetje;diedeman
1984;Adelaide;adelheid
1985;Franciskus;franciscus
1986;Meintje;mein
1987;Tijmen;diedeman
1988;Racheltje;rachel
1989;Durk;diedrijk
1990;Margarethe;margareta
1991;Huijbertje;hugbert
1992;Wilhelmine;wilhelm
1993;Dieuwerke;diedw-
1994;Willemeijntje;wilhelm
1995;Wilmpje;wilhelm
1996;Gerarde;geerhard
1997;Knira;koenera
1998;Erick;erik
1999;Qurijn;quirinus
2000;Gerbrandiena;geerbrand
2001;Dirkie;diedrijk
2002;Wimpje;wilhelm
2003;Anthonette;antonius
2004;Anthoinette;antonius
2005;Rosette;roos
2006;Gompel;gondbert
2007;Loef;
2008;Fredricus;friedrijk
2009;Oentje;onno
2010;Andrea;andries
2011;Immigje;erm
2012;Siemen;simon
2013;Hendertje;heimrijk
2014;Tjipke;diedb-
2015;Maye;maria
2016;Zwier;sweer
2017;Rixtina;rijkst
2018;Toewis;
2019;Iman;ermman
2020;Edegina;ed
2021;Tjerk;diedrijk
2022;Geessien;gesinus
2023;Beelia;bele
2024;Jannette;johannes
2025;Hendriette;heimrijk
2026;Jaqueline;jacob
2027;Therese;theresia
2028;Trientje;catharina
2029;Gerrittinia;
2030;Djoeke;diedw-
2031;Ide;id
2032;Dingema;dignus
2033;Dato;
2034;Jasperina;casper
2035;Roeland;rodland
2036;Anthoon;antonius
2037;Barteld;bertwoud
2038;Mannes;man
2039;Balt;boud
2040;1963;
2041;Pelt;pelagius
2042;Zegrus;
2043;Lammechien;lamb-
2044;Roelfien;rodwolf
2045;Harry;heimrijk
2046;Lamme;lamb-
2047;Elekje;el
2048;Mariana;marianna
2049;Hazerina;hadewijn
2050;Aalt;adelhard
2051;Mordechai;mordechai
2052;Ewout;ewoud
2053;Firmin;firminus
2054;Mensina;mein
2055;Aligonda;adelgonda
2056;Hazerinus;hase
2057;Alfonsus;adelfons
2058;Wolter;woudheer
2059;Machteldje;machthilde
2060;Zwaantien;zwaan
2061;Geziena;gesinus
2062;Christophorus;christoffel
2063;Madelon;magdalena
2064;Johanneske;johannes
2065;Willemijna;wilhelm
2066;Meijnsje;mein
2067;Gerrigie;geerhard
2068;Nellie;nel
2069;Amereinsje;emerentia
2070;Adolp;adelwolf
2071;Ermelindes;ermelinde
2072;Iwan;
2073;Dorothé;dorothea
2074;Bancaracius;
2075;Yda;id
2076;Mari;maria
2077;Eimbertus;ermbert
2078;Maatjen;maria
2079;Zeger;zegeheer
2080;Mechilda;machthilde
2081;Atie;adel
2082;Jozefus;jozef
2083;Huiberina;hugbert
2084;Leffert;liefhard
2085;Hilligie;hilde
2086;Stoffelina;christoffel
2087;Emmy;
2088;Antoni;antonius
2089;Rieuwkjen;raadward
2090;Elbertus;elbert
2091;Machteltje;machthilde
2092;Lyntje;lijn
2093;Aantje;anne
2094;Reinhold;reinwoud
2095;Poulus;paulus
2096;Femmichje;friedmar
2097;Hendrick;heimrijk
2098;Warner;warnheer
2099;Grietie;margareta
2100;Erik;erik
2101;Balten;boud
2102;Jelke;geld
2103;Eeuwk;ee
2104;Geis;gijs
2105;Auguste;augustinus
2106;Lodevica;lodewijk
2107;Tjetske;died
2108;Seelligje;cecilia
2109;Annete;anne
2110;Meyer;meier
2111;Hiske;hiskia
2112;Branca;brand
2113;Gepke;gave
2114;Freerk;friedrijk
2115;Areke;arnoud
2116;Aard;arnoud
2117;Sijsje;zege
2118;Jaukje;iv
2119;Seijtje;zege
2120;Gerit;geerhard
2121;Korsse;
2122;Reiniera;reingeer
2123;Albrecht;adelbert
2124;Jonathan;jonathan
2125;Barber;barbara
2126;Hajo;heg
2127;Theodorica;theodorus
2128;Jans;johannes
2129;Leuwe;liedw-
2130;Sakkelina;zaak
2131;Kristientje;christiaan
2132;Corinus;cornelis
2133;Glaude;claudius
2134;Janske;johannes
2135;Seldewina;
2136;Trinette;catharina
2137;Eke;eg
2138;Margie;margareta
2139;Abigel;abigael
2140;Sofie;sofia
2141;Neeke;cornelis
2142;Sipke;zegeb-
2143;Maamke;maria
2144;Vredenryk;
2145;Megtilda;machthilde
2146;Meester;martinus
2147;Jacomijndert;jacob
2148;Kunegonda;koenegonde
2149;Wiegmana;wijgman
2150;Pouwelus;paulus
2151;Zackelina;
2152;Ellen;adel
2153;Rinkje;rein
2154;Guystaaf;
2155;Bartho;bartholomeus
2156;Alphonsius;adelfons
2157;Fatma;
2158;Allahverdi;
2159;Meggelina;magdalena
2160;Eit;id
